Date,Open,High,Low,Close,Adj Close,Volume
2022-09-30,187.000000,194.259995,185.880005,187.080002,187.080002,185100
2022-10-03,188.630005,192.089996,185.600006,190.169998,190.169998,302200
2022-10-04,195.000000,198.975006,194.830002,197.839996,197.839996,287800
2022-10-05,194.059998,197.860001,190.830002,193.899994,193.899994,275100
2022-10-06,193.009995,195.039993,189.572006,190.220001,190.220001,165300
2022-10-07,184.710007,184.889999,173.927002,176.399994,176.399994,406000
2022-10-10,176.419998,176.419998,170.089996,172.960007,172.960007,218800
2022-10-11,172.000000,173.889999,165.050003,170.139999,170.139999,217300
2022-10-12,169.440002,170.639999,164.250000,166.820007,166.820007,382900
2022-10-13,161.339996,173.720001,158.856995,172.820007,172.820007,446100
2022-10-14,175.839996,176.559998,165.940002,166.830002,166.830002,264100
2022-10-17,171.279999,175.169998,169.779999,174.020004,174.020004,428400
2022-10-18,180.240005,184.050003,177.070007,181.809998,181.809998,297700
2022-10-19,179.080002,179.080002,170.220001,171.089996,171.089996,210600
2022-10-20,171.770004,176.569000,168.610001,172.220001,172.220001,353400
2022-10-21,171.919998,173.889999,168.630005,173.669998,173.669998,383500
2022-10-24,175.000000,178.000000,168.440002,178.000000,178.000000,296700
2022-10-25,179.360001,188.699997,179.360001,188.199997,188.199997,297000
2022-10-26,186.600006,191.800003,184.279999,187.649994,187.649994,260300
2022-10-27,189.020004,189.979996,185.149994,186.440002,186.440002,194600
2022-10-28,186.770004,189.789993,182.860001,189.089996,189.089996,138800
2022-10-31,187.660004,191.419998,186.289993,188.679993,188.679993,140700
2022-11-01,194.500000,195.639999,188.660004,188.669998,188.669998,164300
2022-11-02,187.490005,190.220001,180.309998,181.520004,181.520004,255000
2022-11-03,178.960007,178.960007,163.350006,164.119995,164.119995,483000
2022-11-04,167.600006,169.990005,155.009995,160.990005,160.990005,630800
2022-11-07,161.399994,161.399994,155.350006,160.000000,160.000000,477500
2022-11-08,160.660004,169.580002,158.669998,168.389999,168.389999,440000
2022-11-09,166.110001,167.949997,164.000000,165.740005,165.740005,411300
2022-11-10,178.360001,182.449997,176.080002,181.970001,181.970001,326400
2022-11-11,182.720001,193.475006,180.929993,191.690002,191.690002,381800
2022-11-14,189.229996,190.039993,183.039993,184.020004,184.020004,358800
2022-11-15,191.369995,197.100006,185.860001,193.130005,193.130005,442900
2022-11-16,190.279999,194.330002,187.300003,188.289993,188.289993,262700
2022-11-17,181.210007,185.779999,179.524994,181.520004,181.520004,357700
2022-11-18,179.899994,181.050003,173.070007,174.250000,174.250000,560700
2022-11-21,171.169998,180.020004,171.000000,177.250000,177.250000,348700
2022-11-22,176.190002,178.848007,173.550003,176.929993,176.929993,278700
2022-11-23,177.369995,181.800003,175.539993,179.690002,179.690002,232700
2022-11-25,179.070007,179.539993,175.710007,178.089996,178.089996,54100
2022-11-28,175.949997,177.220001,174.479996,175.309998,175.309998,166500
2022-11-29,176.500000,176.630005,174.220001,174.220001,174.220001,151400
2022-11-30,174.220001,187.539993,174.220001,187.380005,187.380005,233100
2022-12-01,186.940002,192.940002,186.429993,192.940002,192.940002,330400
2022-12-02,188.350006,191.190002,187.119995,190.309998,190.309998,200900
2022-12-05,187.820007,188.759995,178.330994,179.119995,179.119995,286400
2022-12-06,179.779999,179.779999,169.354004,171.710007,171.710007,317100
2022-12-07,172.339996,172.865005,167.229996,171.690002,171.690002,202200
2022-12-08,172.850006,178.949997,171.619995,177.740005,177.740005,186600
2022-12-09,176.169998,177.960007,174.975006,175.740005,175.740005,211100
2022-12-12,175.570007,179.973007,174.800003,175.880005,175.880005,129600
2022-12-13,186.050003,191.880005,184.919998,186.639999,186.639999,523000
2022-12-14,185.550003,187.529999,180.695007,182.500000,182.500000,259300
2022-12-15,179.350006,179.350006,169.119995,169.130005,169.130005,354200
2022-12-16,167.809998,168.460007,164.690002,167.479996,167.479996,407600
2022-12-19,165.940002,167.389999,163.699997,165.710007,165.710007,223400
2022-12-20,164.279999,168.869995,164.279999,167.860001,167.860001,238500
2022-12-21,169.070007,171.940002,168.460007,169.779999,169.779999,234800
2022-12-22,165.839996,165.904999,156.529999,162.699997,162.699997,372000
2022-12-23,162.699997,165.789993,161.429993,163.669998,163.669998,182100
2022-12-27,162.940002,164.610001,159.339996,162.649994,162.649994,112600
2022-12-28,162.240005,166.509995,160.259995,160.339996,160.339996,182400
2022-12-29,162.440002,169.470001,161.800003,168.470001,168.470001,247300
2022-12-30,165.100006,168.279999,163.988998,168.160004,168.160004,173900
2023-01-03,172.839996,174.610001,165.785004,168.949997,168.949997,261100
2023-01-04,171.470001,171.470001,166.740005,170.380005,170.380005,191100
2023-01-05,166.880005,166.880005,154.820007,160.149994,160.149994,361300
2023-01-06,161.339996,162.270004,155.539993,160.279999,160.279999,286300
2023-01-09,162.869995,169.830002,160.875000,166.139999,166.139999,209400
2023-01-10,165.020004,165.139999,161.220001,163.369995,163.369995,159400
2023-01-11,164.800003,171.710007,164.005997,171.389999,171.389999,178700
2023-01-12,173.429993,173.460007,168.229996,173.360001,173.360001,245100
2023-01-13,170.179993,172.218994,167.460007,168.259995,168.259995,393200
2023-01-17,167.220001,172.360001,167.220001,172.360001,172.360001,412400
2023-01-18,173.539993,175.380005,164.910004,164.960007,164.960007,286400
2023-01-19,162.770004,165.000000,156.059998,156.110001,156.110001,589200
2023-01-20,156.740005,164.460007,154.399994,164.160004,164.160004,915600
2023-01-23,164.350006,170.880005,162.429993,170.380005,170.380005,400100
2023-01-24,168.889999,169.570007,162.330002,163.429993,163.429993,152600
2023-01-25,159.570007,160.509995,151.630005,156.500000,156.500000,663400
2023-01-26,159.679993,161.899994,157.009995,161.009995,161.009995,388600
2023-01-27,158.479996,164.600006,157.520004,163.940002,163.940002,514800
2023-01-30,160.199997,162.919998,157.300003,160.240005,160.240005,477600
2023-01-31,160.529999,162.279999,157.600006,162.179993,162.179993,415400
2023-02-01,163.070007,166.998993,157.389999,166.770004,166.770004,427700
2023-02-02,172.380005,179.899994,172.380005,178.259995,178.259995,686300
2023-02-03,171.899994,179.300003,169.250000,169.880005,169.880005,484900
2023-02-06,167.130005,171.520004,166.839996,170.110001,170.110001,358500
2023-02-07,169.119995,175.059998,165.820007,174.070007,174.070007,357200
2023-02-08,174.070007,176.279999,166.789993,167.619995,167.619995,359100
2023-02-09,170.509995,173.490005,164.970001,165.300003,165.300003,366400
2023-02-10,162.660004,165.300003,160.600006,161.960007,161.960007,335200
2023-02-13,163.350006,167.240005,161.070007,166.410004,166.410004,376700
2023-02-14,163.990005,167.809998,160.399994,160.789993,160.789993,518800
2023-02-15,160.000000,166.350006,159.410004,165.899994,165.899994,798900
2023-02-16,160.300003,168.389999,159.699997,162.000000,162.000000,756000
2023-02-17,165.100006,173.419998,162.000000,173.000000,173.000000,969800
2023-02-21,166.759995,172.559998,162.509995,166.600006,166.600006,554000
2023-02-22,167.630005,167.630005,163.210007,165.839996,165.839996,363700
2023-02-23,169.199997,170.315002,165.419998,169.529999,169.529999,489800
2023-02-24,165.759995,166.000000,162.389999,163.029999,163.029999,473300
2023-02-27,164.770004,169.279999,164.479996,166.289993,166.289993,208500
2023-02-28,165.000000,167.750000,164.800003,165.080002,165.080002,196200
2023-03-01,164.529999,166.470001,163.330002,166.369995,166.369995,294200
2023-03-02,165.800003,169.520004,165.000000,167.360001,167.360001,241200
2023-03-03,168.429993,173.110001,168.429993,171.699997,171.699997,174300
2023-03-06,172.639999,175.779999,171.000000,172.949997,172.949997,254000
2023-03-07,172.419998,173.679993,166.979996,168.570007,168.570007,382000
2023-03-08,168.580002,169.369995,166.179993,169.289993,169.289993,176800
2023-03-09,169.119995,170.440002,161.600006,162.100006,162.100006,255900
2023-03-10,160.250000,161.600006,152.429993,153.470001,153.470001,458800
2023-03-13,151.500000,157.149994,145.419998,154.529999,154.529999,428800
2023-03-14,159.630005,161.880005,156.695007,158.789993,158.789993,401900
2023-03-15,156.580002,157.839996,151.309998,153.690002,153.690002,315100
2023-03-16,153.410004,153.429993,150.850006,152.000000,152.000000,566700
2023-03-17,152.500000,152.500000,144.710007,148.500000,148.500000,567400
2023-03-20,148.000000,149.669998,147.494995,148.990005,148.990005,311800
2023-03-21,150.949997,154.619995,150.949997,153.460007,153.460007,518900
2023-03-22,153.320007,156.054993,148.809998,148.970001,148.970001,448300
2023-03-23,151.339996,157.949997,151.169998,155.490005,155.490005,506200
2023-03-24,154.789993,155.179993,151.520004,155.119995,155.119995,497000
2023-03-27,156.389999,158.160004,154.365005,157.119995,157.119995,374900
2023-03-28,156.770004,157.645004,155.229996,156.179993,156.179993,328700
2023-03-29,157.800003,157.979996,156.130005,157.850006,157.850006,588300
2023-03-30,160.399994,162.970001,159.809998,160.710007,160.710007,430800
2023-03-31,161.679993,164.649994,160.809998,164.009995,164.009995,521800
2023-04-03,161.619995,162.524994,157.720001,158.559998,158.559998,647100
2023-04-04,158.899994,159.660004,155.800003,155.860001,155.860001,329900
2023-04-05,154.279999,154.279999,148.425003,148.960007,148.960007,460500
2023-04-06,147.669998,149.630005,144.500000,149.380005,149.380005,396500
2023-04-10,147.559998,152.470001,146.235001,152.470001,152.470001,190000
2023-04-11,151.789993,157.210007,151.789993,156.990005,156.990005,385400
2023-04-12,159.979996,162.029999,157.279999,157.399994,157.399994,388200
2023-04-13,158.679993,163.570007,158.600006,162.899994,162.899994,512200
2023-04-14,161.429993,163.304993,157.130005,158.889999,158.889999,364900
2023-04-17,159.050003,161.089996,157.080002,158.300003,158.300003,357300
2023-04-18,159.910004,159.910004,156.690002,158.350006,158.350006,303200
2023-04-19,156.389999,159.410004,153.899994,158.070007,158.070007,530700
2023-04-20,156.119995,158.179993,154.740005,155.250000,155.250000,358500
2023-04-21,154.940002,156.279999,154.100006,154.839996,154.839996,330500
2023-04-24,154.339996,155.889999,150.690002,154.000000,154.000000,640500
2023-04-25,152.100006,154.089996,145.535004,146.279999,146.279999,539800
2023-04-26,148.130005,152.300003,148.130005,148.520004,148.520004,494300
2023-04-27,149.720001,152.190002,149.304993,150.539993,150.539993,280900
2023-04-28,149.610001,157.440002,149.610001,156.869995,156.869995,397900
2023-05-01,155.669998,157.910004,154.000000,156.020004,156.020004,299900
2023-05-02,155.479996,156.429993,151.460007,152.770004,152.770004,328000
2023-05-03,153.360001,157.389999,151.880005,152.070007,152.070007,248500
2023-05-04,152.729996,156.509995,150.330002,150.899994,150.899994,270800
2023-05-05,150.679993,150.869995,138.610001,142.000000,142.000000,952400
2023-05-08,141.979996,142.869995,138.610001,140.990005,140.990005,626700
2023-05-09,139.320007,140.779999,136.270004,137.070007,137.070007,461000
2023-05-10,139.559998,139.559998,136.214996,138.080002,138.080002,303400
2023-05-11,137.479996,138.804993,135.639999,138.369995,138.369995,274200
2023-05-12,138.250000,139.089996,135.404999,137.779999,137.779999,542100
2023-05-15,138.360001,144.270004,138.179993,142.639999,142.639999,1385000
2023-05-16,142.369995,144.149994,141.300003,142.839996,142.839996,567500
2023-05-17,143.449997,150.899994,141.884995,150.309998,150.309998,679100
2023-05-18,150.770004,153.020004,148.229996,151.660004,151.660004,968300
2023-05-19,161.130005,171.509995,160.610001,167.399994,167.399994,2446200
2023-05-22,166.850006,173.990005,166.315002,173.259995,173.259995,841300
2023-05-23,172.240005,174.270004,170.919998,171.779999,171.779999,937700
2023-05-24,170.139999,173.169998,168.149994,170.279999,170.279999,615500
2023-05-25,173.380005,180.369995,171.979996,178.850006,178.850006,774700
2023-05-26,179.309998,186.705002,178.779999,179.949997,179.949997,733800
2023-05-30,183.110001,185.289993,180.220001,183.779999,183.779999,582900
2023-05-31,182.279999,185.169998,179.539993,183.809998,183.809998,470200
